,Filename,Width x height,Exposure,Aperture,ISO,Focal length,Time,UT,PA,SunALT,SunAZ,MoonALT,MoonAZ
27,DSC_4220.JPG,6000x4000,1/100 sec,F9.0,100,300,10:29:23,2020-06-21 04:59:23.000,290.932,61.478,64.404,61.837,63.814
28,DSC_4224.JPG,6000x4000,1/100 sec,F9.0,100,300,10:29:47,2020-06-21 04:59:47.000,291.095,61.565,64.349,61.922,63.756
29,DSC_4225.JPG,6000x4000,1/100 sec,F9.0,100,300,10:29:48,2020-06-21 04:59:48.000,291.102,61.569,64.347,61.926,63.753
30,DSC_4226.JPG,6000x4000,1/100 sec,F9.0,100,300,10:31:13,2020-06-21 05:01:13.000,291.685,61.88,64.147,62.228,63.543
31,DSC_4227.JPG,6000x4000,1/100 sec,F9.0,100,300,10:31:13,2020-06-21 05:01:13.000,291.685,61.88,64.147,62.228,63.543
32,DSC_4228.JPG,6000x4000,1/60 sec,F9.0,100,300,10:31:23,2020-06-21 05:01:23.000,291.755,61.917,64.123,62.263,63.518
33,DSC_4229.JPG,6000x4000,1/60 sec,F9.0,100,300,10:31:24,2020-06-21 05:01:24.000,291.762,61.92,64.121,62.267,63.516
34,DSC_4230.JPG,6000x4000,1/60 sec,F9.0,100,300,10:31:36,2020-06-21 05:01:36.000,291.845,61.964,64.092,62.309,63.486
35,DSC_4231.JPG,6000x4000,1/60 sec,F9.0,100,300,10:31:37,2020-06-21 05:01:37.000,291.852,61.968,64.09,62.313,63.483
36,DSC_4232.JPG,6000x4000,1/60 sec,F9.0,100,300,10:31:51,2020-06-21 05:01:51.000,291.95,62.019,64.056,62.363,63.448
37,DSC_4233.JPG,6000x4000,1/60 sec,F9.0,100,300,10:35:11,2020-06-21 05:05:11.000,293.386,62.748,63.558,63.071,62.924
38,DSC_4234.JPG,6000x4000,1/60 sec,F9.0,100,300,10:35:13,2020-06-21 05:05:13.000,293.401,62.755,63.552,63.078,62.919
39,DSC_4235.JPG,6000x4000,1/100 sec,F9.0,100,300,10:35:20,2020-06-21 05:05:20.000,293.452,62.78,63.534,63.102,62.9
40,DSC_4236.JPG,6000x4000,1/100 sec,F9.0,100,300,10:35:21,2020-06-21 05:05:21.000,293.46,62.784,63.532,63.106,62.897
41,DSC_4245.JPG,6000x4000,1/100 sec,F9.0,100,300,10:41:38,2020-06-21 05:11:38.000,296.375,64.148,62.492,64.431,61.809
42,DSC_4246.JPG,6000x4000,1/100 sec,F9.0,100,300,10:41:39,2020-06-21 05:11:39.000,296.383,64.152,62.489,64.434,61.806
43,DSC_4247.JPG,6000x4000,1/60 sec,F9.0,100,300,10:42:03,2020-06-21 05:12:03.000,296.578,64.238,62.418,64.518,61.732
44,DSC_4248.JPG,6000x4000,1/60 sec,F9.0,100,300,10:42:04,2020-06-21 05:12:04.000,296.586,64.242,62.415,64.521,61.729
45,DSC_4249.JPG,6000x4000,1/60 sec,F9.0,100,300,10:42:06,2020-06-21 05:12:06.000,296.602,64.249,62.409,64.528,61.723
46,DSC_4250.JPG,6000x4000,1/60 sec,F9.0,100,300,10:47:06,2020-06-21 05:17:06.000,299.143,65.324,61.472,65.572,60.746
47,DSC_4251.JPG,6000x4000,1/60 sec,F9.0,100,300,10:47:08,2020-06-21 05:17:08.000,299.16,65.331,61.465,65.578,60.739
48,DSC_4252.JPG,6000x4000,1/60 sec,F9.0,100,300,10:47:11,2020-06-21 05:17:11.000,299.186,65.342,61.456,65.589,60.729
49,DSC_4253.JPG,6000x4000,1/100 sec,F9.0,100,300,10:47:18,2020-06-21 05:17:18.000,299.248,65.367,61.433,65.613,60.705
50,DSC_4254.JPG,6000x4000,1/100 sec,F9.0,100,300,10:47:18,2020-06-21 05:17:18.000,299.248,65.367,61.433,65.613,60.705
51,DSC_4255.JPG,6000x4000,1/60 sec,F9.0,100,300,10:47:42,2020-06-21 05:17:42.000,299.46,65.452,61.353,65.696,60.622
52,DSC_4256.JPG,6000x4000,1/60 sec,F9.0,100,300,10:47:42,2020-06-21 05:17:42.000,299.46,65.452,61.353,65.696,60.622
53,DSC_4257.JPG,6000x4000,1/100 sec,F9.0,100,300,10:47:54,2020-06-21 05:17:54.000,299.567,65.495,61.313,65.738,60.58
54,DSC_4260.JPG,6000x4000,1/100 sec,F9.0,100,300,10:48:14,2020-06-21 05:18:14.000,299.745,65.566,61.246,65.807,60.511
55,DSC_4261.JPG,6000x4000,1/100 sec,F9.0,100,300,10:48:15,2020-06-21 05:18:15.000,299.754,65.57,61.242,65.81,60.507
56,DSC_4262.JPG,6000x4000,1/100 sec,F9.0,100,300,10:52:02,2020-06-21 05:22:02.000,301.841,66.375,60.447,66.591,59.681
57,DSC_4263.JPG,6000x4000,1/100 sec,F9.0,100,300,10:52:03,2020-06-21 05:22:03.000,301.851,66.378,60.443,66.594,59.677
58,DSC_4264.JPG,6000x4000,1/60 sec,F9.0,100,300,10:52:10,2020-06-21 05:22:10.000,301.917,66.403,60.418,66.618,59.651
59,DSC_4269.JPG,6000x4000,1/60 sec,F9.0,100,300,11:01:43,2020-06-21 05:31:43.000,307.741,68.403,58.094,68.556,57.25
60,DSC_4270.JPG,6000x4000,1/60 sec,F9.0,100,300,11:01:44,2020-06-21 05:31:44.000,307.752,68.407,58.089,68.559,57.245
61,DSC_4271.JPG,6000x4000,1/60 sec,F9.0,100,300,11:02:04,2020-06-21 05:32:04.000,307.97,68.476,57.999,68.626,57.152
62,DSC_4274.JPG,6000x4000,1/100 sec,F9.0,100,300,11:02:24,2020-06-21 05:32:24.000,308.189,68.545,57.908,68.692,57.059
63,DSC_4275.JPG,6000x4000,1/100 sec,F9.0,100,300,11:02:24,2020-06-21 05:32:24.000,308.189,68.545,57.908,68.692,57.059
64,DSC_4276.JPG,6000x4000,1/100 sec,F9.0,100,300,11:12:12,2020-06-21 05:42:12.000,315.092,70.535,54.915,70.616,53.99
65,DSC_4277.JPG,6000x4000,1/100 sec,F9.0,100,300,11:12:12,2020-06-21 05:42:12.000,315.092,70.535,54.915,70.616,53.99
66,DSC_4278.JPG,6000x4000,1/100 sec,F9.0,100,300,11:13:06,2020-06-21 05:43:06.000,315.771,70.714,54.606,70.788,53.674
67,DSC_4279.JPG,6000x4000,1/100 sec,F9.0,100,300,11:13:08,2020-06-21 05:43:08.000,315.796,70.72,54.594,70.795,53.662
68,DSC_4280.JPG,6000x4000,1/100 sec,F9.0,100,300,11:13:08,2020-06-21 05:43:08.000,315.796,70.72,54.594,70.795,53.662
69,DSC_4281.JPG,6000x4000,1/60 sec,F9.0,100,300,11:13:16,2020-06-21 05:43:16.000,315.897,70.747,54.548,70.82,53.615
70,DSC_4282.JPG,6000x4000,1/60 sec,F9.0,100,300,11:13:16,2020-06-21 05:43:16.000,315.897,70.747,54.548,70.82,53.615
71,DSC_4286.JPG,6000x4000,1/60 sec,F9.0,100,300,11:14:43,2020-06-21 05:44:43.000,317.009,71.034,54.034,71.097,53.091
72,DSC_4287.JPG,6000x4000,1/60 sec,F9.0,100,300,11:21:43,2020-06-21 05:51:43.000,322.643,72.39,51.296,72.405,50.308
73,DSC_4288.JPG,6000x4000,1/60 sec,F9.0,100,300,11:21:43,2020-06-21 05:51:43.000,322.643,72.39,51.296,72.405,50.308
74,DSC_4289.JPG,6000x4000,1/60 sec,F9.0,100,300,11:21:47,2020-06-21 05:51:47.000,322.699,72.403,51.267,72.417,50.28
75,DSC_4290.JPG,6000x4000,1/100 sec,F9.0,100,300,11:21:55,2020-06-21 05:51:55.000,322.81,72.428,51.211,72.441,50.222
76,DSC_4291.JPG,6000x4000,1/100 sec,F9.0,100,300,11:21:55,2020-06-21 05:51:55.000,322.81,72.428,51.211,72.441,50.222
77,DSC_4293.JPG,6000x4000,1/100 sec,F9.0,100,300,11:22:10,2020-06-21 05:52:10.000,323.02,72.476,51.104,72.487,50.114
78,DSC_4294.JPG,6000x4000,1/100 sec,F9.0,100,300,11:22:13,2020-06-21 05:52:13.000,323.062,72.485,51.082,72.496,50.092
79,DSC_4295.JPG,6000x4000,1/100 sec,F9.0,100,300,11:22:15,2020-06-21 05:52:15.000,323.09,72.491,51.068,72.502,50.078
80,DSC_4296.JPG,6000x4000,1/60 sec,F9.0,100,300,11:22:23,2020-06-21 05:52:23.000,323.202,72.517,51.011,72.527,50.02
81,DSC_4297.JPG,6000x4000,1/60 sec,F9.0,100,300,11:22:24,2020-06-21 05:52:24.000,323.216,72.52,51.003,72.53,50.012
82,DSC_4302.JPG,6000x4000,1/100 sec,F9.0,100,300,11:37:35,2020-06-21 06:07:35.000,336.79,75.236,43.125,75.137,42.103
83,DSC_4303.JPG,6000x4000,1/100 sec,F9.0,100,300,11:38:55,2020-06-21 06:08:55.000,338.041,75.457,42.286,75.348,41.269
84,DSC_4304.JPG,6000x4000,1/100 sec,F9.0,100,300,11:38:55,2020-06-21 06:08:55.000,338.041,75.457,42.286,75.348,41.269
85,DSC_4305.JPG,6000x4000,1/100 sec,F9.0,100,300,11:38:57,2020-06-21 06:08:57.000,338.072,75.462,42.265,75.353,41.248
86,DSC_4306.JPG,6000x4000,1/60 sec,F9.0,100,300,11:39:03,2020-06-21 06:09:03.000,338.166,75.478,42.201,75.369,41.185
87,DSC_4307.JPG,6000x4000,1/60 sec,F9.0,100,300,11:39:03,2020-06-21 06:09:03.000,338.166,75.478,42.201,75.369,41.185
88,DSC_4308.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:19,2020-06-21 06:16:19.000,345.054,76.61,37.121,76.449,36.16
89,DSC_4309.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:20,2020-06-21 06:16:20.000,345.07,76.612,37.108,76.451,36.147
90,DSC_4310.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:21,2020-06-21 06:16:21.000,345.086,76.615,37.096,76.454,36.135
91,DSC_4311.JPG,6000x4000,1/100 sec,F9.0,100,300,11:46:30,2020-06-21 06:16:30.000,345.228,76.637,36.981,76.475,36.022
92,DSC_4312.JPG,6000x4000,1/100 sec,F9.0,100,300,11:46:31,2020-06-21 06:16:31.000,345.244,76.639,36.969,76.477,36.01
93,DSC_4313.JPG,6000x4000,1/100 sec,F9.0,100,300,11:46:33,2020-06-21 06:16:33.000,345.276,76.644,36.943,76.482,35.985
94,DSC_4316.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:55,2020-06-21 06:16:55.000,345.625,76.697,36.662,76.533,35.708
95,DSC_4317.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:57,2020-06-21 06:16:57.000,345.656,76.702,36.636,76.537,35.682
96,DSC_4318.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:58,2020-06-21 06:16:58.000,345.672,76.705,36.623,76.539,35.67
97,DSC_4319.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:58,2020-06-21 06:16:58.000,345.672,76.705,36.623,76.539,35.67
98,DSC_4320.JPG,6000x4000,1/60 sec,F9.0,100,300,11:46:58,2020-06-21 06:16:58.000,345.672,76.705,36.623,76.539,35.67
99,DSC_4321.JPG,6000x4000,1/60 sec,F9.0,100,300,11:47:03,2020-06-21 06:17:03.000,345.751,76.717,36.559,76.551,35.607
100,DSC_4322.JPG,6000x4000,1/60 sec,F9.0,100,300,11:47:04,2020-06-21 06:17:04.000,345.767,76.719,36.546,76.553,35.594
101,DSC_4323.JPG,6000x4000,1/60 sec,F9.0,100,300,11:47:04,2020-06-21 06:17:04.000,345.767,76.719,36.546,76.553,35.594
102,DSC_4326.JPG,6000x4000,1/100 sec,F9.0,100,300,11:48:25,2020-06-21 06:18:25.000,347.051,76.913,35.486,76.738,34.552
103,DSC_4327.JPG,6000x4000,1/100 sec,F9.0,100,300,11:48:25,2020-06-21 06:18:25.000,347.051,76.913,35.486,76.738,34.552
104,DSC_4328.JPG,6000x4000,1/100 sec,F9.0,100,300,11:48:26,2020-06-21 06:18:26.000,347.067,76.915,35.473,76.74,34.539
105,DSC_4329.JPG,6000x4000,1/60 sec,F9.0,100,300,11:48:36,2020-06-21 06:18:36.000,347.225,76.938,35.339,76.762,34.408
106,DSC_4330.JPG,6000x4000,1/60 sec,F9.0,100,300,11:48:37,2020-06-21 06:18:37.000,347.241,76.941,35.326,76.764,34.395
107,DSC_4331.JPG,6000x4000,1/60 sec,F9.0,100,300,11:48:37,2020-06-21 06:18:37.000,347.241,76.941,35.326,76.764,34.395
108,DSC_4336.JPG,6000x4000,1/60 sec,F9.0,100,300,11:57:02,2020-06-21 06:27:02.000,355.15,78.019,27.928,77.789,27.178
109,DSC_4337.JPG,6000x4000,1/60 sec,F9.0,100,300,11:57:04,2020-06-21 06:27:04.000,355.181,78.023,27.896,77.792,27.147
110,DSC_4338.JPG,6000x4000,1/60 sec,F9.0,100,300,11:57:16,2020-06-21 06:27:16.000,355.366,78.045,27.703,77.814,26.961
111,DSC_4339.JPG,6000x4000,1/60 sec,F9.0,100,300,11:57:19,2020-06-21 06:27:19.000,355.412,78.051,27.655,77.819,26.914
112,DSC_4340.JPG,6000x4000,1/100 sec,F9.0,100,300,11:57:26,2020-06-21 06:27:26.000,355.519,78.064,27.543,77.832,26.805
113,DSC_4341.JPG,6000x4000,1/100 sec,F9.0,100,300,11:57:26,2020-06-21 06:27:26.000,355.519,78.064,27.543,77.832,26.805
114,DSC_4343.JPG,6000x4000,1/100 sec,F9.0,100,300,12:03:06,2020-06-21 06:33:06.000,0.644,78.641,21.77,78.379,21.23
115,DSC_4344.JPG,6000x4000,1/60 sec,F9.0,100,300,12:03:42,2020-06-21 06:33:42.000,1.174,78.694,21.125,78.429,20.609
116,DSC_4345.JPG,6000x4000,1/60 sec,F9.0,100,300,12:03:43,2020-06-21 06:33:43.000,1.188,78.696,21.107,78.431,20.592
117,DSC_4346.JPG,6000x4000,1/60 sec,F9.0,100,300,12:08:57,2020-06-21 06:38:57.000,5.671,79.094,15.224,78.808,14.952
118,DSC_4347.JPG,6000x4000,1/60 sec,F9.0,100,300,12:08:57,2020-06-21 06:38:57.000,5.671,79.094,15.224,78.808,14.952
119,DSC_4348.JPG,6000x4000,1/60 sec,F9.0,100,300,12:08:59,2020-06-21 06:38:59.000,5.699,79.096,15.185,78.81,14.915
120,DSC_4349.JPG,6000x4000,1/100 sec,F9.0,100,300,12:09:11,2020-06-21 06:39:11.000,5.866,79.109,14.952,78.822,14.692
121,DSC_4350.JPG,6000x4000,1/100 sec,F9.0,100,300,12:09:40,2020-06-21 06:39:40.000,6.267,79.138,14.386,78.851,14.151
122,DSC_4351.JPG,6000x4000,1/100 sec,F9.0,100,300,12:09:43,2020-06-21 06:39:43.000,6.308,79.142,14.328,78.854,14.095
123,DSC_4353.JPG,6000x4000,1/100 sec,F9.0,100,300,12:09:45,2020-06-21 06:39:45.000,6.336,79.144,14.289,78.856,14.058
124,DSC_4354.JPG,6000x4000,1/60 sec,F9.0,100,300,12:09:53,2020-06-21 06:39:53.000,6.446,79.151,14.132,78.863,13.908
125,DSC_4355.JPG,6000x4000,1/60 sec,F9.0,100,300,12:16:26,2020-06-21 06:46:26.000,11.683,79.434,6.183,79.133,6.33
126,DSC_4356.JPG,6000x4000,1/60 sec,F9.0,100,300,12:16:33,2020-06-21 06:46:33.000,11.773,79.437,6.038,79.136,6.192
127,DSC_4357.JPG,6000x4000,1/60 sec,F9.0,100,300,12:16:34,2020-06-21 06:46:34.000,11.786,79.437,6.018,79.137,6.172
128,DSC_4358.JPG,6000x4000,1/100 sec,F9.0,100,300,12:16:47,2020-06-21 06:46:47.000,11.953,79.443,5.748,79.142,5.915
129,DSC_4361.JPG,6000x4000,1/100 sec,F9.0,100,300,12:17:15,2020-06-21 06:47:15.000,12.313,79.453,5.167,79.152,5.362
130,DSC_4362.JPG,6000x4000,1/100 sec,F9.0,100,300,12:17:16,2020-06-21 06:47:16.000,12.326,79.454,5.146,79.153,5.342
131,DSC_4363.JPG,6000x4000,1/60 sec,F9.0,100,300,12:17:24,2020-06-21 06:47:24.000,12.428,79.457,4.979,79.156,5.184
132,DSC_4364.JPG,6000x4000,1/60 sec,F9.0,100,300,12:17:25,2020-06-21 06:47:25.000,12.441,79.457,4.959,79.156,5.164
133,DSC_4365.JPG,6000x4000,1/60 sec,F9.0,100,300,12:21:25,2020-06-21 06:51:25.000,15.449,79.499,359.939,79.199,0.387
134,DSC_4366.JPG,6000x4000,1/60 sec,F9.0,100,300,12:21:27,2020-06-21 06:51:27.000,15.474,79.499,359.897,79.199,0.347
135,DSC_4367.JPG,6000x4000,1/60 sec,F9.0,100,300,12:22:05,2020-06-21 06:52:05.000,15.938,79.497,359.1,79.198,359.589
136,DSC_4368.JPG,6000x4000,1/60 sec,F9.0,100,300,12:22:05,2020-06-21 06:52:05.000,15.938,79.497,359.1,79.198,359.589
137,DSC_4369.JPG,6000x4000,1/60 sec,F9.0,100,300,12:22:08,2020-06-21 06:52:08.000,15.974,79.497,359.037,79.198,359.529
138,DSC_4370.JPG,6000x4000,1/100 sec,F9.0,100,300,12:22:18,2020-06-21 06:52:18.000,16.096,79.496,358.827,79.198,359.329
139,DSC_4371.JPG,6000x4000,1/100 sec,F9.0,100,300,12:22:19,2020-06-21 06:52:19.000,16.108,79.496,358.806,79.198,359.309
140,DSC_4372.JPG,4000x6000,1/100 sec,F9.0,100,300,12:29:53,2020-06-21 06:59:53.000,21.38,79.306,349.417,79.028,350.354
141,DSC_4373.JPG,4000x6000,1/100 sec,F9.0,100,300,12:29:54,2020-06-21 06:59:54.000,21.391,79.306,349.397,79.028,350.335
142,DSC_4376.JPG,4000x6000,1/60 sec,F9.0,100,300,12:30:04,2020-06-21 07:00:04.000,21.501,79.298,349.195,79.021,350.142
143,DSC_4377.JPG,4000x6000,1/60 sec,F9.0,100,300,12:30:05,2020-06-21 07:00:05.000,21.512,79.297,349.175,79.02,350.122
144,DSC_4378.JPG,4000x6000,1/60 sec,F9.0,100,300,12:30:06,2020-06-21 07:00:06.000,21.523,79.297,349.155,79.019,350.103
145,DSC_4379.JPG,4000x6000,1/60 sec,F9.0,100,300,12:30:06,2020-06-21 07:00:06.000,21.523,79.297,349.155,79.019,350.103
146,DSC_4380.JPG,4000x6000,1/60 sec,F9.0,100,300,12:37:24,2020-06-21 07:07:24.000,26.13,78.832,340.666,78.592,341.949
147,DSC_4381.JPG,4000x6000,1/60 sec,F9.0,100,300,12:37:25,2020-06-21 07:07:25.000,26.14,78.831,340.648,78.59,341.931
148,DSC_4382.JPG,4000x6000,1/100 sec,F9.0,100,300,12:40:47,2020-06-21 07:10:47.000,28.115,78.534,337.014,78.315,338.416
149,DSC_4383.JPG,4000x6000,1/100 sec,F9.0,100,300,12:40:49,2020-06-21 07:10:49.000,28.134,78.531,336.979,78.312,338.382
150,DSC_4384.JPG,4000x6000,1/60 sec,F9.0,100,300,12:41:00,2020-06-21 07:11:00.000,28.239,78.514,336.786,78.296,338.195
151,DSC_4385.JPG,4000x6000,1/60 sec,F9.0,100,300,12:41:01,2020-06-21 07:11:01.000,28.248,78.512,336.769,78.295,338.178
152,DSC_4386.JPG,4000x6000,1/60 sec,F9.0,100,300,12:46:51,2020-06-21 07:16:51.000,31.451,77.886,330.985,77.709,332.543
153,DSC_4387.JPG,4000x6000,1/60 sec,F9.0,100,300,12:46:53,2020-06-21 07:16:53.000,31.468,77.882,330.954,77.706,332.512
154,DSC_4388.JPG,4000x6000,1/60 sec,F9.0,100,300,12:46:56,2020-06-21 07:16:56.000,31.495,77.876,330.907,77.7,332.466
155,DSC_4389.JPG,4000x6000,1/100 sec,F9.0,100,300,12:47:02,2020-06-21 07:17:02.000,31.547,77.864,330.814,77.689,332.375
156,DSC_4390.JPG,4000x6000,1/100 sec,F9.0,100,300,12:47:03,2020-06-21 07:17:03.000,31.556,77.862,330.798,77.687,332.36
157,DSC_4391.JPG,4000x6000,1/100 sec,F9.0,100,300,12:47:06,2020-06-21 07:17:06.000,31.582,77.856,330.751,77.682,332.314
158,DSC_4392.JPG,4000x6000,1/100 sec,F9.0,100,300,12:47:07,2020-06-21 07:17:07.000,31.591,77.854,330.736,77.68,332.299
159,DSC_4393.JPG,4000x6000,1/100 sec,F9.0,100,300,12:53:46,2020-06-21 07:23:46.000,34.929,76.99,324.957,76.868,326.612
160,DSC_4394.JPG,4000x6000,1/100 sec,F9.0,100,300,12:53:47,2020-06-21 07:23:47.000,34.937,76.988,324.944,76.866,326.598
161,DSC_4395.JPG,4000x6000,1/100 sec,F9.0,100,300,12:54:16,2020-06-21 07:24:16.000,35.168,76.92,324.556,76.801,326.214
162,DSC_4396.JPG,4000x6000,1/100 sec,F9.0,100,300,12:54:17,2020-06-21 07:24:17.000,35.176,76.918,324.542,76.799,326.201
163,DSC_4397.JPG,4000x6000,1/60 sec,F9.0,100,300,12:54:23,2020-06-21 07:24:23.000,35.224,76.904,324.463,76.786,326.122
164,DSC_4398.JPG,4000x6000,1/60 sec,F9.0,100,300,12:54:23,2020-06-21 07:24:23.000,35.224,76.904,324.463,76.786,326.122
165,DSC_4399.JPG,4000x6000,1/60 sec,F9.0,100,300,12:54:24,2020-06-21 07:24:24.000,35.232,76.901,324.449,76.784,326.109
166,DSC_4400.JPG,4000x6000,1/60 sec,F9.0,100,300,12:57:23,2020-06-21 07:27:23.000,36.622,76.467,322.154,76.373,323.831
167,DSC_4401.JPG,4000x6000,1/60 sec,F9.0,100,300,12:57:24,2020-06-21 07:27:24.000,36.63,76.464,322.141,76.371,323.819
168,DSC_4405.JPG,4000x6000,1/100 sec,F9.0,100,300,12:58:05,2020-06-21 07:28:05.000,36.94,76.362,321.638,76.273,323.318
169,DSC_4406.JPG,4000x6000,1/100 sec,F9.0,100,300,12:58:05,2020-06-21 07:28:05.000,36.94,76.362,321.638,76.273,323.318
170,DSC_4407.JPG,4000x6000,1/100 sec,F9.0,100,300,13:05:10,2020-06-21 07:35:10.000,40.0,75.234,316.866,75.203,318.546
171,DSC_4408.JPG,4000x6000,1/100 sec,F9.0,100,300,13:05:11,2020-06-21 07:35:11.000,40.007,75.231,316.856,75.201,318.536
172,DSC_4409.JPG,4000x6000,1/80 sec,F9.0,100,300,13:05:22,2020-06-21 07:35:22.000,40.082,75.201,316.743,75.171,318.422
173,DSC_4410.JPG,4000x6000,1/80 sec,F9.0,100,300,13:05:22,2020-06-21 07:35:22.000,40.082,75.201,316.743,75.171,318.422
174,DSC_4411.JPG,4000x6000,1/80 sec,F9.0,100,300,13:05:47,2020-06-21 07:35:47.000,40.253,75.131,316.487,75.105,318.165
175,DSC_4412.JPG,4000x6000,1/80 sec,F9.0,100,300,13:05:48,2020-06-21 07:35:48.000,40.26,75.128,316.477,75.102,318.155
176,DSC_4413.JPG,4000x6000,1/60 sec,F9.0,100,300,13:12:22,2020-06-21 07:42:22.000,42.835,73.989,312.775,74.016,314.418
177,DSC_4414.JPG,4000x6000,1/60 sec,F9.0,100,300,13:12:25,2020-06-21 07:42:25.000,42.854,73.98,312.749,74.007,314.392
178,DSC_4415.JPG,4000x6000,1/100 sec,F9.0,100,300,13:12:29,2020-06-21 07:42:29.000,42.879,73.968,312.714,73.996,314.357
179,DSC_4416.JPG,4000x6000,1/100 sec,F9.0,100,300,13:12:32,2020-06-21 07:42:32.000,42.898,73.959,312.688,73.987,314.33
180,DSC_4417.JPG,4000x6000,1/100 sec,F9.0,100,300,13:13:21,2020-06-21 07:43:21.000,43.203,73.812,312.269,73.847,313.905
181,DSC_4418.JPG,4000x6000,1/100 sec,F9.0,100,300,13:13:22,2020-06-21 07:43:22.000,43.209,73.809,312.261,73.844,313.897
